id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens, ,',+,",",-,.,/,2,[,],_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
9054,Excel workbooks - financial tracking,Upwork,Anywhere,via Upwork,"['6 hours ago', '12 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:22.2,12 to 20,an hour,16,12,20,16,,33280,[],0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9055,Senior Data Analyst,Atrilogy Solutions Group,Anywhere,via LinkedIn,"['17 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",17 hours ago,Full-time,True,00:36.1,,,,,,,,,['word'],1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9056,"Senior Data Analyst, Business Optimization",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:35.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9057,Legal Data Analyst,QTS Data Centers,"Overland Park, KS",via LinkedIn,"['14 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",14 hours ago,Full-time,,01:07.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9058,"Senior Manager I, Business Support - W+ Data Analytics and Reporting",Walmart,"Centerton, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:18.1,,,,,,,,,"['looker', 'go', 'tableau', 'bigquery', 'sql', 'gcp', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
9059,Data Entry Analyst,Real Estate Connect,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Full-time', 'Health insurance']",9 hours ago,Full-time,True,00:21.7,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9060,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Bel Aire, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:17.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9061,R tutoring for statistical analysis - research study; code done...,Upwork,Anywhere,via Upwork,"['24 hours ago', '20 to 40 an hour', 'Work from home', 'Contractor']",24 hours ago,Contractor,True,00:29.3,20 to 40,an hour,30,20,40,30,,62400,['r'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9062,"Senior Data Analyst, Product","Docker, Inc",Anywhere,via LinkedIn,"['16 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",16 hours ago,Full-time,True,00:37.1,,,,,,,,,"['looker', 'docker', 'tableau', 'snowflake', 'redshift', 'power_bi', 'bigquery', 'sql', 'c', 'r', 'python', 'aws']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
9063,"Senior Manager I, Business Support - W+ Data Analytics and Reporting",Walmart,"Fayetteville, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:33.5,,,,,,,,,"['looker', 'go', 'tableau', 'bigquery', 'sql', 'gcp', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
9064,Marketing Data Analyst II,SelectQuote Insurance Services,Anywhere,via LinkedIn,"['17 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,True,00:16.2,,,,,,,,,"['powerpoint', 'sql', 'power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0
9065,Data Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,"['15 hours ago', 'Work from home', 'Contractor']",15 hours ago,Contractor,True,00:16.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9066,"Senior Data Analyst, Business Optimization",Cox Communications,"Clearwater, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:15.7,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9067,Senior Data Analytics Analyst - Remote,Smithfield Foods,Anywhere,via LinkedIn,"['16 hours ago', 'Work from home', 'Full-time']",16 hours ago,Full-time,True,00:56.3,,,,,,,,,"['power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
9068,"Analyst, HR Data",T-Mobile,"Overland Park, KS",via LinkedIn,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:56.3,,,,,,,,,"['sharepoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0
9069,"Senior Data Analyst, Business Optimization",Cox Communications,"Andover, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,01:02.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9070,"Senior Data Analyst, Business Optimization",Cox Communications,"Rose Hill, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:19.3,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9071,SrDirector Checkout Product Data Science,PayPal,Anywhere,via LinkedIn,"['4 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance']",4 hours ago,Full-time,True,00:22.1,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9072,2023 CAI Summer Intern - Mobility Business Analyst Intern,Cox Automotive,"Oklahoma City, OK",via ZipRecruiter,"['18 hours ago', 'Internship', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Internship,,00:34.4,,,,,,,,,"['sharepoint', 'powerpoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0
9073,"Analyst, Business Intelligence",Adtalem Global Education,Anywhere,via LinkedIn,"['16 hours ago', 'Work from home', 'Full-time']",16 hours ago,Full-time,True,00:23.7,,,,,,,,,"['dax', 'snowflake', 'sql', 'power_bi', 'aws']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
9074,"Senior Data Analyst, Business Optimization",Cox Communications,"Jones, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:10.6,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9075,"Senior Data Analyst, Business Optimization",Cox Communications,"Mustang, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,01:07.3,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9076,2023 CAI Summer Intern - Mobility Business Analyst Intern,Cox Automotive,"Del City, OK",via ZipRecruiter,"['18 hours ago', 'Internship', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Internship,,00:16.1,,,,,,,,,"['sharepoint', 'powerpoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0
9077,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:16.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9078,2023 CAI Summer Intern - Mobility Business Analyst Intern,Cox Automotive,"Piedmont, OK",via ZipRecruiter,"['18 hours ago', 'Internship', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Internship,,00:20.5,,,,,,,,,"['sharepoint', 'powerpoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0
9079,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Goddard, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:38.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9080,"Senior Data Analyst, Business Optimization",Cox Communications,"McConnell AFB, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:24.6,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9081,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Clearwater, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:19.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9082,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Haysville, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:11.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9083,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Kechi, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:11.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9084,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Warr Acres, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:21.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9085,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Valley Center, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:08.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9086,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mustang, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:29.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9087,Data Analyst,LiveMarket,Anywhere,via LinkedIn,"['5 hours ago', 'Work from home', 'Contractor']",5 hours ago,Contractor,True,00:35.6,,,,,,,,,['sql'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9088,PPM Data Analyst - Remote,Mint Mobile,United States,via Startup Jobs,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:41.2,,,,,,,,,"['atlassian', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
9089,Senior Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:41.2,,,,,,,,,"['tableau', 'microstrategy', 'sql', 'power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
9090,Data Analyst,TalentBoost,United States,via Adzuna,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:43.4,,,,,,,,,"['tableau', 'sas', 'sql', 'alteryx', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
9091,Data Analyst II - Remote Available,Corporate,"Columbia, MO",via KHON2 Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:09.3,,,,,,,,,"['excel', 'sql', 'python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
9092,Hydrographic Data Analyst,Bedrock Ocean Exploration,Anywhere,via LinkedIn,"['23 hours ago', 'Work from home', 'Full-time']",23 hours ago,Full-time,True,00:19.1,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,Workday Reporting Data Analyst,Corporate,"Columbia, MO",via Big Country Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:15.4,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9094,Data Analyst III,Corporate,"Jefferson City, MO",via My Stateline Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:59.7,,,,,,,,,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9095,Data Analyst II,Commercial Solutions,"Jefferson City, MO",via WANE Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:41.3,,,,,,,,,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9096,Junior Data Analyst,"Staffigo Technical Services, LLC","Dallas, AR",via Adzuna,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:33.6,,,,,,,,,"['power_bi', 'excel', 'tableau']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0
9097,SIU Data Analyst (Hybrid Work Options),Shelter Insurance Companies,"Columbia, MO",via DiversityJobs,"['17 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:37.6,,,,,,,,,"['excel', 'sas', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9098,Analyst Innovation & Data,VMLY&R,"Kansas City, MO",via SimplyHired,"['22 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",22 hours ago,Full-time,,00:18.7,,,,,,,,,"['excel', 'r']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9099,Marketing Data Analyst,Aquent Talent,United States,via KSNT Jobs,"['20 hours ago', '38 to 43 an hour', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance']",20 hours ago,Full-time,,00:45.0,38 to 43,an hour,40.5,38,43,40.5,,84240,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,Data analyst/ Statistician - Contract to Hire,Upwork,Anywhere,via Upwork,"['9 hours ago', 'Work from home', 'Contractor']",9 hours ago,Contractor,True,00:27.4,,,,,,,,,"['sql', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
9101,Workday Reporting Data Analyst,Corporate,"Jefferson City, MO",via My ArkLaMiss Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:47.6,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9102,Data Analyst II - Remote Available,Corporate,"Jefferson City, MO",via WJTV Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:47.6,,,,,,,,,"['excel', 'sql', 'python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
9103,Data Analyst IV (Healthcare Analytics),Corporate,"Jefferson City, MO",via Central Illinois Proud Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:11.1,,,,,,,,,"['python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
9104,Business-Data Analyst Benchmarking,CERES Group,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:11.2,,,,,,,,,['sql'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9105,Pharmacy Benefit Management (Business Data Analyst 2),Oregon Health and Science University,United States,via Higher Education Recruitment Consortium,"['18 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:30.3,,,,,,,,,"['spreadsheet', 'word']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
9106,Junior Data Analyst,Intensify,United States,via BeBee,"['11 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance']",11 hours ago,Full-time,,00:33.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Data Analyst III (Healthcare Analytics),Corporate,"Jefferson City, MO",via My ArkLaMiss Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:37.1,,,,,,,,,['python'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
9108,Workday Reporting Data Analyst,Corporate,"Kansas City, MO",via Big Country Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:36.0,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9109,Data Analyst II (Healthcare Analytics/UM/Appeals),Corporate,"Jefferson City, MO",via My Stateline Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:31.8,,,,,,,,,"['power_bi', 'sql', 'excel', 'python']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
9110,Senior Healthcare Data Analyst Expert,Elevance Health,"Jefferson City, MO",via Tarta.ai,"['9 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,,40:23.7,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,Pharmacy Data Analyst,Lockton Dunning Benefits,"Kansas City, MO",via WANE Jobs,"['7 hours ago', 'Full-time']",7 hours ago,Full-time,,00:18.7,,,,,,,,,"['powerpoint', 'word', 'sql', 'excel']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0
9112,Data Analyst,World Wide Technology,"Overland Park, KS",via Trabajo.org,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:42.2,,,,,,,,,"['tableau', 'outlook', 'powerpoint', 'power_bi', 'word', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
9113,Data analyst with RStudio experience,Upwork,Anywhere,via Upwork,"['6 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:13.7,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Data Analyst,Disability Solutions,United States,via BeBee,"['11 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:13.7,,,,,,,,,"['looker', 'excel', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
9115,Senior Analyst Innovation & Data,VMLY&R,"Kansas City, MO",via SimplyHired,"['22 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",22 hours ago,Full-time,,00:30.3,,,,,,,,,"['tableau', 'power_bi', 'spss', 'excel', 'r']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0
9116,"Business Intelligence Data Analyst, Health Equity (Permanent...",Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:17.0,,,,,,,,,"['tableau', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
9117,Data Analyst II (Healthcare Analytics/UM/Appeals),Corporate,"Kansas City, MO",via My Stateline Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:14.1,,,,,,,,,"['power_bi', 'sql', 'excel', 'python']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
9118,Data Analyst,Disability Solutions,United States,via BeBee,"['11 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:41.2,,,,,,,,,"['looker', 'excel', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
9119,Workday Reporting Data Analyst,Corporate,"Kansas City, MO",via My ArkLaMiss Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:24.1,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
